date,num_trades,total_closedpnl,mean_closedpnl,median_closedpnl,win_rate,avg_size_usd,avg_size_tokens,classification,sentiment_score_norm
2023-01-05,3,0.0,0.0,0.0,0.0,159.0,0.08376666666666666,Fear,0.29
2023-05-12,9,0.0,0.0,0.0,0.0,5556.203333333334,1.3121122222222223,Neutral,0.49
2024-01-01,18,-129.53146,-7.196192222222223,0.0,0.05555555555555555,14679.973888888888,232.15481333333335,Greed,0.65
2024-01-02,6,0.0,0.0,0.0,0.0,334.69666666666666,7497.666666666667,Greed,0.71
2024-01-03,137,8244.241409,60.176944591240876,27.04384,0.9343065693430657,3452.370072992701,189669.1678832117,Greed,0.7
2024-01-04,77,2507.963406,32.57095332467532,0.54675,0.5454545454545454,4408.7074025974025,124200.39438181819,Greed,0.68
2024-01-05,14,0.0,0.0,0.0,0.0,6216.103571428571,2.1303571428571426,Greed,0.72
2024-01-06,25,91.510419,3.66041676,0.0,0.36,513.3848,19997.52,Greed,0.7
2024-01-07,64,5065.839308,79.1537391875,0.0,0.40625,5666.721093749999,19175.58593125,Greed,0.71
2024-01-08,57,167.080017,2.9312283684210527,0.0,0.07017543859649122,3996.044385964912,5137.320734096491,Greed,0.71
2024-01-09,12,137.433093,11.452757750000002,0.0,0.4166666666666667,1029.9733333333334,487.2467616666666,Extreme Greed,0.76
2024-01-10,4,0.0,0.0,0.0,0.0,34988.58,0.56409,Greed,0.73
2024-01-11,23,1040.475736,45.238075478260875,0.0,0.2608695652173913,11347.001304347827,2519.099794347826,Extreme Greed,0.76
2024-01-12,416,40886.364494,98.28453003365385,0.5600160000000001,0.53125,1958.441875,8557.978933701948,Greed,0.71
2024-02-01,17,783.979116,46.11641858823529,0.0,0.47058823529411764,7138.1611764705885,12248.13852117647,Greed,0.63
2024-02-02,42,456.423473,10.867225547619048,0.0,0.30952380952380953,11292.343571428572,1003.3270671428572,Greed,0.63
2024-02-03,31,230.90060000000005,7.448406451612905,1.3124,0.6774193548387096,2038.6309677419354,21023.645161290322,Greed,0.6
2024-02-04,41,883.760812,21.555141756097562,0.0,0.2926829268292683,5845.475853658536,145.3196317073171,Greed,0.6
2024-02-06,93,192.906947,2.074268247311828,0.0,0.3655913978494624,316.822688172043,336.43548387096774,Greed,0.64
2024-02-07,18,2421.253116,134.514062,10.35,0.7222222222222222,1852.6372222222224,634.4611111111112,Greed,0.62
2024-02-08,63,782.3681909999999,12.418542714285714,0.0,0.2698412698412698,6290.799523809524,1084.6567308063493,Greed,0.66
2024-02-09,2,0.0,0.0,0.0,0.0,15000.21,6.18285,Greed,0.72
2024-02-10,4,0.0,0.0,0.0,0.0,24988.585,0.4102475,Greed,0.74
2024-02-11,2,0.0,0.0,0.0,0.0,20000.0,0.29036,Greed,0.71
2024-02-12,270,18489.604313,68.48001597407408,0.0,0.4074074074074074,2167.568740740741,781.3549586666667,Greed,0.7
2024-03-01,67,866.015507,12.925604582089552,0.0,0.417910447761194,5888.050149253731,962.718319402985,Extreme Greed,0.8
2024-03-02,56,223.30918699999998,3.9876640535714283,0.0,0.10714285714285714,10782.5,172.52263482142857,Extreme Greed,0.8
2024-03-03,79,8361.086245,105.83653474683545,15.04116,0.6835443037974683,4946.1478481012655,617403.642278481,Extreme Greed,0.83
2024-03-04,4,126.7884,31.6971,0.0,0.25,4221.8925,577.5,Extreme Greed,0.82
2024-03-05,36,5306.017045,147.3893623611111,0.0,0.4722222222222222,7852.295833333333,1181.3186777777778,Extreme Greed,0.9
2024-03-06,70,562.808208,8.040117257142859,4.63499,0.6285714285714286,306.66942857142857,274.2757142857143,Extreme Greed,0.75
2024-03-07,18,1118.387284,62.132626888888886,0.0,0.2222222222222222,9977.814444444444,14.254511111111112,Extreme Greed,0.82
2024-03-08,37,464.1897,12.545667567567568,0.0,0.02702702702702703,7852.239459459459,1943.726457837838,Extreme Greed,0.81
2024-03-10,9,100.375782,11.152864666666666,0.0,0.3333333333333333,14770.632222222222,419.77671,Extreme Greed,0.79
2024-03-11,6,0.0,0.0,0.0,0.0,21509.27666666667,21569.436363333334,Extreme Greed,0.82
2024-03-12,374,23576.539285,63.03887509358289,0.0,0.4304812834224599,2900.177887700535,671.7823864171123,Extreme Greed,0.81
2024-04-01,5,-67.60364,-13.520728,-0.0786,0.0,19958.508,9.01916,Extreme Greed,0.79
2024-04-02,35,47.62389499999999,1.360682714285714,-0.02695,0.2571428571428571,5805.358,597.2897454285715,Extreme Greed,0.79
2024-04-03,300,27799.775742,92.66591914,30.85353,0.8866666666666667,5259.989566666667,122975.3317346,Greed,0.71
2024-04-04,32,0.0,0.0,0.0,0.0,2999.6165625,0.8838843749999999,Greed,0.7
2024-04-05,9,0.0,0.0,0.0,0.0,6555.416666666667,64436.475877777775,Extreme Greed,0.79
2024-04-06,53,52.211438,0.9851214716981133,0.0,0.4716981132075472,457.42283018867926,46.85543735849057,Extreme Greed,0.75
2024-04-07,25,0.0,0.0,0.0,0.0,17222.720400000002,12.119603999999999,Extreme Greed,0.78
2024-04-08,127,-122672.000883,-965.9212667952756,0.0,0.023622047244094488,9509.795826771655,1787.7930654385825,Extreme Greed,0.76
2024-04-09,34,1065.785132,31.346621529411763,0.0,0.14705882352941177,3867.0873529411765,1535.5995032352942,Extreme Greed,0.8
2024-04-10,1,0.0,0.0,0.0,0.0,0.34,307.367829,Extreme Greed,0.78
2024-04-11,36,2799.410474,77.76140205555555,29.134382,0.6388888888888888,12550.332499999999,3595.035491666667,Extreme Greed,0.76
2024-04-12,319,292891.815021,918.1561599404388,0.0,0.46394984326018807,2411.5600313479626,42272.5335437379,Extreme Greed,0.79
2024-05-01,66,164.141565,2.486993409090909,0.0,0.19696969696969696,25817.31303030303,3.815267575757576,Neutral,0.54
2024-05-02,72,-33.45419400000003,-0.4646415833333337,0.0,0.19444444444444445,10697.198055555556,413.078175,Fear,0.43
2024-05-03,180,19791.026041,109.95014467222222,34.3644515,0.9055555555555556,4676.724,249929.40555555557,Neutral,0.48
2024-05-04,100,10706.484306,107.06484306,8.978760000000001,0.9,5037.918,2085.152373,Greed,0.67
2024-05-05,6,0.916,0.15266666666666667,0.0,0.16666666666666666,4011.391666666667,2.6048,Greed,0.69
2024-05-06,54,56.055506,1.038064925925926,0.0,0.2962962962962963,469.4587037037037,45.408776296296296,Greed,0.71
2024-05-07,32,0.0,0.0,0.0,0.0,8509.0590625,167.33809374999998,Greed,0.68
2024-05-08,80,-13013.665169,-162.6708146125,0.0,0.4125,5256.1925,5276.784429,Greed,0.64
2024-05-09,1,0.0,0.0,0.0,0.0,0.84,10818.93703,Greed,0.55
2024-05-10,37,5767.161892,155.86924032432432,39.480396,0.6486486486486487,16367.722702702702,61.5911734054054,Greed,0.66
2024-05-11,10,678.4759280000001,67.8475928,10.511846,0.5,20062.723,0.296249,Neutral,0.53
2024-05-12,456,71574.11848800001,156.96078615789474,0.0,0.4232456140350877,2756.0324342105264,165.85519708333334,Greed,0.56
2024-06-01,22,135.58166400000002,6.16280290909091,0.0,0.45454545454545453,13569.154545454547,321.7012109090909,Greed,0.72
2024-06-02,1088,-215.615907,-0.19817638511029412,0.0,0.1645220588235294,7396.280707720588,50970.19511461397,Greed,0.73
2024-06-03,82,6814.825139,83.10762364634145,27.00537,0.8780487804878049,3990.4636585365856,133599.34146341463,Greed,0.73
2024-06-04,16,236.33513399999998,14.770945874999999,0.0,0.25,4263.979375,1.28005,Greed,0.73
2024-06-05,9,968.59038,107.62115333333333,0.0,0.4444444444444444,22890.714444444442,7.342155555555554,Extreme Greed,0.75
2024-06-06,234,274.173187,1.1716802863247862,0.0,0.42735042735042733,587.8536752136753,303.81933333333336,Extreme Greed,0.78
2024-06-07,24,108.87217799999999,4.53634075,0.0,0.2916666666666667,103.75708333333334,40982.375,Extreme Greed,0.77
2024-06-08,107,267.318048,2.4982995140186914,0.0,0.12149532710280374,574.5642990654205,2856.466975981308,Greed,0.72
2024-06-09,42,-1104.856765,-26.306113452380952,-24.855381,0.0,929.6928571428571,34.51507380952381,Extreme Greed,0.75
2024-06-10,22,130.487079,5.9312308636363635,0.0,0.22727272727272727,13642.298181818182,0.2190022727272727,Greed,0.72
2024-06-11,15,2817.83723,187.85581533333334,0.0,0.4666666666666667,8260.46,778.91158,Greed,0.74
2024-06-12,403,-92624.643895,-229.83782604218362,0.0,0.23325062034739455,8612.950918114144,269.6690576674938,Greed,0.72
2024-07-01,97,-835.681235,-8.615270463917525,0.0,0.09278350515463918,10812.887216494846,1702.9125883505153,Neutral,0.53
2024-07-02,15,241.24212,16.082808,0.0,0.13333333333333333,450.582,884.1266666666667,Neutral,0.51
2024-07-04,23,0.0,0.0,0.0,0.0,2173.397391304348,0.6396869565217391,Fear,0.44
2024-07-05,18,883.537693,49.08542738888889,9.50184,0.5,6039.865555555556,34437.05664444444,Fear,0.29
2024-07-06,440,8902.467416,20.23288049090909,0.0,0.4,2496.7926363636366,620.1389904545455,Fear,0.26
2024-07-07,10,61.428942,6.1428942,4.9143155,1.0,49.875,12.5,Fear,0.29
2024-07-08,33,188.789255,5.720886515151515,0.0,0.30303030303030304,75.53848484848484,885.1798336400001,Fear,0.28
2024-07-10,21,0.0,0.0,0.0,0.0,10475.459523809524,0.16447142857142857,Fear,0.28
2024-07-11,113,4493.353136,39.764187044247784,3.894186,0.5309734513274337,985.2681415929204,1173.1461306194692,Fear,0.29
2024-07-12,304,85906.279067,282.5864442993421,0.0,0.4309210526315789,1485.965197368421,4247.281003591382,Fear,0.25
2024-08-01,128,-269.874439,-2.1083940546875,0.0,0.25,11894.159609375,844.6860564843751,Neutral,0.52
2024-08-02,10,770.756024,77.07560240000001,0.0,0.4,2605.112,560995.31,Greed,0.57
2024-08-03,67,4271.886236,63.7594960597015,12.4432,0.8805970149253731,2740.047462686567,51466.72835820895,Fear,0.37
2024-08-04,30,1218.4267,40.614223333333335,0.0,0.03333333333333333,7064.688,383.06829999999997,Fear,0.34
2024-08-05,13,1.56576,0.12044307692307693,0.0,0.07692307692307693,5074.89,18.452576923076922,Fear,0.26
2024-08-06,29,129.13883900000002,4.453063413793104,0.0,0.27586206896551724,3356.961379310345,83.62974137931036,Extreme Fear,0.17
2024-08-07,1,0.0,0.0,0.0,0.0,497.64,156.0,Fear,0.29
2024-08-08,9,-40.712216999999995,-4.5235796666666666,0.0,0.0,1811.038888888889,1616.2060597999998,Extreme Fear,0.2
2024-08-09,1,0.0,0.0,0.0,0.0,0.11,0.93414,Neutral,0.48
2024-08-10,36,5396.546638,149.90407327777777,29.615628,0.9166666666666666,12071.781388888889,11.514726416666667,Fear,0.4
2024-08-11,39,-64.41354100000007,-1.6516292564102582,0.0,0.15384615384615385,6941.036923076923,205.80929333333333,Fear,0.39
2024-08-12,420,15965.933436,38.014127228571425,0.0,0.3619047619047619,2221.2850476190474,2215.127885952381,Fear,0.25
2024-09-01,70,-826.349863,-11.804998042857143,0.0,0.2571428571428571,12429.313857142857,1847.9473097142857,Fear,0.26
2024-09-03,117,9949.501624,85.03847541880343,25.01825,0.8290598290598291,5625.459401709401,153711.76666666666,Fear,0.26
2024-09-04,3,0.0,0.0,0.0,0.0,19021.280000000002,5.4326333333333325,Fear,0.27
2024-09-05,28,1147.595856,40.985566285714285,0.0,0.39285714285714285,7927.361428571428,1238.2285142857143,Fear,0.29
2024-09-06,17,0.0,0.0,0.0,0.0,1318.2482352941176,28.215747058823528,Extreme Fear,0.22
2024-09-07,15,648.984412,43.265627466666665,37.164306,1.0,182.42999999999998,40.0,Extreme Fear,0.23
2024-09-08,144,18082.071276,125.56993941666666,0.0,0.2986111111111111,3494.4781944444444,585.9188250000001,Fear,0.29
2024-09-09,2,0.0,0.0,0.0,0.0,2007.2150000000001,174540.0,Fear,0.26
2024-09-10,14,396.06272,28.290194285714286,0.0,0.21428571428571427,15742.852142857142,0.25424285714285716,Fear,0.33
2024-09-11,86,102.90894,1.196615581395349,0.0,0.22093023255813954,2248.655930232558,895.6150837209303,Fear,0.37
2024-09-12,539,6310.967676,11.708659881261596,0.0,0.31910946196660483,1825.5096103896105,316.0425636549165,Fear,0.31
2024-10-01,193,-1517.091342,-7.860576901554404,0.0,0.21243523316062177,10660.515440414507,1037.8364329533679,Neutral,0.5
2024-10-03,42,2482.9272,59.117314285714286,2.505,0.6904761904761905,5237.472619047619,762.8590476190477,Fear,0.37
2024-10-04,41,5207.443414,127.01081497560976,32.322,0.8780487804878049,8578.926097560974,2.5000170731707314,Fear,0.41
2024-10-05,22,2101.741695,95.53371340909092,0.0,0.2727272727272727,7131.0,2.4248045454545455,Neutral,0.49
2024-10-06,53,31.266804999999998,0.589939716981132,0.0,0.33962264150943394,879.0175471698113,101.1045641509434,Neutral,0.5
2024-10-07,56,11977.734907,213.88812333928573,59.449220999999994,0.6785714285714286,12283.93232142857,120.96079107142857,Neutral,0.5
2024-10-08,88,0.0,0.0,0.0,0.0,128.8555681818182,1768.9543132954545,Neutral,0.49
2024-10-09,3,-219.729659,-73.24321966666666,-37.697891,0.0,849.0933333333334,22224.58736666667,Neutral,0.49
2024-10-10,16,0.0,0.0,0.0,0.0,18751.521249999998,0.315561875,Fear,0.39
2024-10-11,173,991.114334,5.728984589595376,0.0,0.2947976878612717,2390.963583815029,4858.5429808670515,Fear,0.32
2024-10-12,1596,39325.770231,24.640206911654136,0.787791,0.5870927318295739,1973.94992481203,1797.987154344173,Neutral,0.49
2024-11-01,21,-164.08950099999998,-7.813785761904761,0.0,0.23809523809523808,14538.766666666666,40.30665333333333,Extreme Greed,0.75
2024-11-02,34,983.443176,28.924799294117648,0.0,0.20588235294117646,6244.465294117647,781.1343832352941,Greed,0.72
2024-11-03,42,3588.179495,85.43284511904761,18.72521,0.9285714285714286,4202.844047619047,3318.3571428571427,Greed,0.74
2024-11-04,16,389.743164,24.35894775,0.0,0.125,4775.06,1.34810625,Greed,0.7
2024-11-05,9,251.604742,27.956082444444444,6.001646,1.0,7027.661111111111,2.4046444444444446,Greed,0.7
2024-11-06,123,4320.631811,35.12708789430894,0.0,0.13821138211382114,3034.7960975609753,116.58544845528455,Greed,0.7
2024-11-07,19,1876.812082,98.77958326315789,0.0,0.47368421052631576,8941.422105263156,2.832973684210526,Extreme Greed,0.77
2024-11-08,24,847.7766200000001,35.32402583333334,0.0,0.16666666666666666,1842.9254166666667,3980.1769375000003,Extreme Greed,0.75
2024-11-09,1,0.0,0.0,0.0,0.0,0.54,35870.82982,Extreme Greed,0.75
2024-11-10,26,8885.327477,341.74336450000004,232.8029795,0.6923076923076923,18804.007307692307,173.86945692307694,Extreme Greed,0.78
2024-11-11,373,6749.630996,18.09552545844504,0.0,0.24664879356568364,4210.649919571046,8178.491698445041,Extreme Greed,0.76
2024-11-12,1221,319051.554217,261.30348420720725,2.259711,0.7125307125307125,1796.9683292383293,304.5544205651106,Extreme Greed,0.8
2024-12-01,7,-1925.519024,-275.0741462857143,0.0,0.0,28583.181428571428,220.32562000000001,Extreme Greed,0.81
2024-12-02,16,913.8817869999998,57.11761168749999,-26.696452,0.375,14202.981249999999,63.597461875,Extreme Greed,0.8
2024-12-03,8,3039.166,379.89575,16.76285,0.875,12880.10625,1425.5,Extreme Greed,0.76
2024-12-04,129,-592.6458390000001,-4.594153790697676,4.032548,0.5503875968992248,3427.0433333333335,169926.00820387597,Extreme Greed,0.78
2024-12-05,23,0.0,0.0,0.0,0.0,2399.111304347826,1501.9313304347825,Extreme Greed,0.84
2024-12-06,254,-21886.531493,-86.16744682283463,0.0,0.08267716535433071,761.4486614173228,146.0846942519685,Greed,0.72
2024-12-07,19,1412.314654,74.33235021052631,0.0,0.47368421052631576,4714.893157894737,337.2799052631579,Extreme Greed,0.75
2024-12-08,48,858.6705000000001,17.88896875,0.0,0.125,1128.4858333333334,1238.82256675,Extreme Greed,0.79
2024-12-10,10,541.55471,54.155471,20.7155355,0.7,15971.34,0.254599,Extreme Greed,0.78
2024-12-11,171,3494.399394,20.435084175438597,0.0,0.19883040935672514,7171.663859649123,844.6342376608188,Greed,0.74
2024-12-12,1932,599151.795008,310.1199767122153,10.681751,0.6997929606625258,2358.7939285714288,850.9996146169772,Extreme Greed,0.83
2025-01-01,96,-9528.065345,-99.25068067708334,0.0,0.3020833333333333,2943.5635416666664,361.94783041666665,Greed,0.66
2025-01-02,634,32300.205017,50.946695610410096,1.763296,0.5962145110410094,2151.019621451104,10302.174925757097,Greed,0.7
2025-01-03,174,10596.108968,60.897177977011495,0.0,0.4482758620689655,1516.230632183908,1453.8465763541953,Greed,0.74
2025-01-04,192,-2202.6622420000003,-11.472199177083334,0.0,0.4583333333333333,3668.9853645833336,4802.903843437501,Greed,0.73
2025-01-05,1230,54536.829297000004,44.338885607317074,0.0,0.43089430894308944,8715.642699186992,82.80912286991871,Greed,0.72
2025-02-01,361,8716.519087,24.145482235457067,0.0,0.45706371191135736,2145.9136842105263,1104.1539003324099,Greed,0.68
2025-02-02,1319,162854.759623,123.46835452843062,0.0,0.35860500379075055,4291.957763457164,2165.5854666641394,Greed,0.6
2025-02-03,532,66914.320708,125.77879832330827,0.0120845,0.5018796992481203,12144.452518796992,481.5162955075188,Fear,0.44
2025-02-04,1076,202212.740938,187.930056633829,28.665758500000003,0.8949814126394052,3594.7310408921935,3501.94435197026,Greed,0.72
2025-03-01,508,6028.486793,11.867099986220472,0.0,0.27165354330708663,1518.1279330708662,748.3118989370079,Extreme Fear,0.2
2025-03-02,2380,348871.326269,146.58459086932774,0.0,0.4634453781512605,9492.815701680673,5459.560293928433,Fear,0.26
2025-03-03,1482,616413.032233,415.9332201302294,9.005766,0.6153846153846154,5563.151403508772,819.9971219298245,Fear,0.33
2025-03-04,1748,-2365.961276,-1.353524757437071,0.0,0.2974828375286041,4960.087614416476,3045.6914925,Extreme Fear,0.15
2025-04-01,371,2553.537968,6.882851665768194,0.0,0.20215633423180593,4921.912722371967,527.6448478167116,Fear,0.34
2025-04-02,2512,416876.88812,165.9541752070064,0.0,0.276671974522293,6241.404964171974,455.5059792754777,Fear,0.44
2025-04-03,2402,182075.566585,75.80165136761032,0.0,0.25353871773522063,4631.24360949209,395.2333713405495,Fear,0.25
2025-04-04,1272,-25515.678949999998,-20.05949602987421,0.0,0.38757861635220126,3015.3661399371067,1120.6597571933962,Fear,0.28
2025-05-01,239,3187.719363,13.337737920502093,0.0,0.41841004184100417,1890.977280334728,1088.4268306694562,Neutral,0.53
2025-05-02,1297,56706.235562,43.721075992289904,0.0,0.3215111796453354,6741.1191287586735,907.2909145258288,Greed,0.67
2025-05-03,1660,269328.365917,162.24600356445782,34.0166975,0.7584337349397591,5538.345915662651,395.54231454216864,,
2025-05-04,360,35907.33771,99.74260475,1.814678,0.5805555555555556,3521.011722222222,4383.427402332916,,
2025-06-01,573,6064.185393,10.583220581151831,0.0,0.15532286212914484,971.2512914485166,1067.2190506108202,,
2025-06-02,1703,33803.799733,19.84955944392249,0.0,0.46095126247798,1655.0257604227834,1467.1614553846152,,
2025-06-03,760,16101.125561,21.18569152763158,0.0,0.48026315789473684,8901.743368421052,177.09613988157895,,
2025-06-04,1048,47053.449272,44.89832945801527,0.0,0.31679389312977096,3388.59929389313,1001.9369383523092,,
2025-07-01,637,16098.227531,25.271942748822607,6.222816,0.7613814756671899,2061.504081632653,3348.320688273155,,
2025-07-02,1524,22450.002091,14.730972500656167,0.0,0.2821522309711286,2270.5141338582675,22272.25599020997,,
2025-07-03,2552,150236.061627,58.86993010462382,0.231811,0.5223354231974922,7779.888510971787,524.3708673981191,,
2025-07-04,2814,34527.370305,12.269854408315563,0.0,0.23916133617626156,5138.682707889126,1390.211987228145,,
2025-08-01,1039,130117.090554,125.23300342059672,0.0,0.37151106833493747,3058.0126852743024,1263.6605648796922,,
2025-08-02,575,586.703253,1.0203534834782608,0.0,0.19130434782608696,1460.4086434782607,1982.8812648521741,,
2025-08-03,529,24700.773359,46.69333338185255,4.088704,0.5689981096408318,1686.3582419659735,8446.890769432892,,
2025-08-04,943,34899.394798,37.00890222481442,0.0,0.4093319194061506,9405.505196182397,1011.6980223463945,,
2025-09-01,522,46975.928902,89.99220096168582,0.0,0.2777777777777778,1955.427681992337,737.3802749042145,,
2025-09-02,764,150551.829492,197.05736844502616,0.0,0.4306282722513089,3823.19332460733,5908.921243638743,,
2025-09-03,1422,19773.457395,13.905384947257385,0.0,0.4409282700421941,7327.495070323488,173.21962450070322,,
2025-09-04,3967,43120.444797,10.86978694151752,0.0,0.43055205444920597,7198.589984875221,758.795106145702,,
2025-10-01,819,-10116.875552,-12.352717401709402,0.63832,0.5274725274725275,7994.444053724053,1308.920472124542,,
2025-10-02,889,63908.49465,71.88807047244094,0.0,0.4780652418447694,4077.5685489313837,10125.99166113611,,
2025-10-03,2911,-10010.027269999999,-3.438690233596702,0.0,0.39745791824115423,5775.263029886637,249.46059332531777,,
2025-10-04,2127,158261.822261,74.40612236060178,0.05977,0.5289139633286318,13512.90704748472,1469.0281386025783,,
2025-11-01,283,2269.080536,8.017952424028268,0.0,0.24381625441696114,5859.006042402827,359.6628438162544,,
2025-11-02,848,-6093.784817,-7.186067001179245,0.0,0.21816037735849056,3298.990766509434,1503.7326192688681,,
2025-11-03,3286,-76880.729036,-23.3964482763238,0.0,0.18746195982958003,4265.657970176507,6645.926485982957,,
2025-11-04,1096,126406.479081,115.33437872354014,0.0,0.3357664233576642,10327.853166058394,575.8179395620438,,
2025-12-01,602,5742.241803,9.538607646179402,0.72332,0.7840531561461794,3751.59330564784,1121.4513145847175,,
2025-12-02,1031,19848.635032,19.251828353055284,0.0,0.4626576139670223,4019.3739476236665,1153.2497903200776,,
2025-12-03,3968,288105.984215,72.60735489289314,1.6060059999999998,0.5645161290322581,4692.071358366935,3113.656990201613,,
2025-12-04,2109,410419.694533,194.60393292223802,0.0,0.2721669037458511,26512.383826458037,822.3707683594121,,
